run_dir,file,id,ok,anchor,token_count,unique_tokens,repetition,char_length,alpha_ratio,has_digit,has_punct,avg_token_len,length_bin,has_braces,has_result
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,11,True,qvthlqzv xrfkqvth jxqvthkz vqzthqrf jxqvthqk lqzqvthk vqzqvthk jxqvthqv qvthqrfk vqthqrfk jxqvthqz vqthqrfq jxqvthqk vqthqrfq jxqvthqz vqthqrfk,16,12,0.25,143,0.8951048951048951,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,12,True,qvthxkz vqjzqv rjvthqk xqzvthk lqzqvthk vqjzqv rjvthqk xqzvthk lqzqvthk,9,5,0.4444444444444444,71,0.8873239436619719,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,13,True,qvthlqz xrvkqjz dklvane thqzvne vrqkzqj xrvqenl qvdkzth lqvthqz xrvqenl dklvane qvthlqz,11,8,0.2727272727272727,87,0.8850574712643678,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,14,False,qvthlqz vqkzjv xrvqkth jxqvthg lqzvdkj vqzqjth jxqvthg qvthlqz vqkzjv xrvqkth,10,6,0.4,77,0.8831168831168831,False,False,6.8,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,15,True,qvthric xylorqen vranthik jexlithk dkrivane,5,5,0.0,43,0.9069767441860465,False,False,7.8,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,17,True,qvthlqz vqkzvthk xqvthqz vqzqvthk,4,4,0.0,33,0.9090909090909091,False,False,7.5,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,16,True,qwerty asdfgh jklzxc vbnmop qwertyui asdfghj klmnbv xcvbnm qwertyuiop asdfghjkl zxcvbnm qwertyui asdfghjkl,13,11,0.15384615384615385,106,0.8867924528301887,False,False,7.230769230769231,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,18,True,qvthlqzv xrfqvdkz jxqvthqk lqzvthqj vqzqvdkj kxqvthqg jxqvrqth lqzvrqth jxqvrqkd vqthqvdk jxqvrqth lqzqvdkj kxqvrqth jxqvthqg vqzvrqth lqzvrqkd,16,15,0.0625,143,0.8951048951048951,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,19,False,gqvthqz xylorqk vqzthnq jxkzvne dkrqvth jxqvane qvthxkz lqzvthn xqvthqz jxqvthk xylqvne dkrqvth jxkzvne qvthxkz,14,11,0.2142857142857143,111,0.8828828828828829,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,20,False,qvthric vxnolqk jzqvane thqzlor dkqvane rqxvane vqzthic jxqvane lqzthic vqzric jzqric qvthric xrvkzic,13,12,0.07692307692307687,101,0.8811881188118812,False,False,6.846153846153846,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,21,True,gqvthqz rjvclqk xzqvthk dkrqvne jxqvthm lqzvthk,6,6,0.0,47,0.8936170212765957,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,22,True,qvthric xrvane dkzlor vqthic jxqvane thqric vrkzlor qvthric xrvane dkzlor vqthic jxqvane,12,7,0.41666666666666663,88,0.875,False,False,6.416666666666667,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,23,True,qwertyuiop asdfghjklz xcvmnbqwer plmnbvcxz qwertyui asdfghjkl qwertyuiop asdfghjklz xcvmnbqwer plmnbvcxz qwertyui asdfghjklz,12,6,0.5,124,0.9112903225806451,False,False,9.416666666666666,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,25,True,qvthxkz vqjzqvthk rjvqxkz vqjzqvthk rjvqxkz,5,3,0.4,43,0.9069767441860465,False,False,7.8,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,24,False,gqvthqz rjvexkz lqvthqk vqzthqj xqvdkzj jxqvthk vqzqvthk,7,7,0.0,56,0.8928571428571429,False,False,7.142857142857143,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,27,True,qwertyuiop asdfghjklz xcvbnmasdf qwertyuiop zxcvbnmnbv asdfghjklq weqwertyui asdfghjklm qwertyuiop zxcvbnmasd qwertyuiop asdfghjklz xcvbnmasdf qwertyuiop zxcvbnmnbv,15,8,0.4666666666666667,164,0.9146341463414634,False,False,10.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,28,True,qvthlqz xrvkqjz dklvane thqzvne jxqvric vqzthqk lqzvane rqxvane jxqvric,9,8,0.11111111111111116,71,0.8873239436619719,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,29,True,qvthxk rjvplq wqzvne kxqvtr jxqvplk dkrqwv,6,6,0.0,42,0.8809523809523809,False,False,6.166666666666667,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,30,True,qvthxkz vrqjvne xrlqvane dkqvith vrqzqen jxqvane thqvrix,7,7,0.0,56,0.8928571428571429,False,False,7.142857142857143,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,31,True,qvthxkz vqjzqvthk vqjzqvthk vqjzqvthk vqjzqvthk vqjzqvthk vqjzqvthk vqjzqvthk vqjzqvthk vqjzqvthk vqjzqvthk,11,2,0.8181818181818181,107,0.9065420560747663,False,False,8.818181818181818,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,32,True,qvthlqzv xrfkqvth jxqvrlkz vqzthqrf lqzvthqk,5,5,0.0,44,0.9090909090909091,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,33,True,qvthxkz vqjzqv lqvthqk vqjzqv lqvthqk,5,3,0.4,37,0.8918918918918919,False,False,6.6,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,34,True,qvthlqz vqkzvthk rjvthqk xzqvthkz lqvthqkz vqzqvthkz,6,6,0.0,52,0.9038461538461539,False,False,7.833333333333333,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,35,True,qvthxkzv jxqvthqk vqzkrwthk dkrqvthx jxqvthqz vqzkrwthq jxqvthqk dkrqvthx jxqvthqz vqzkrwthk dkrqvthqz jxqvthxk vqzkrwthq jxqvthqk dkrqvthx jxqvthqz,16,8,0.5,148,0.8986486486486487,False,False,8.3125,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,36,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyuiq asdfghjkx zxcvbnmq qwertyuiop asdfghjkl zxcvbnmnb qwertyuiopq asdfghjklm zxcvbnmlk qwertyuiopx asdfghjklq zxcvbnmzx,18,18,0.0,179,0.9050279329608939,False,False,9.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,37,True,qvthric vxnolqk dkzvane rqthlor jxqvane thqvric vqzlorq xrvkzic,8,8,0.0,63,0.8888888888888888,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,38,False,qvthxkzv jxqvrlqg dkrqvith vqzthqrf lqvthqzj xqvdkzth jxqvthqg vqzqvthk jxqvthqz lqvthqrf dkrqvith jxqvrlqg qvthxkzv,13,10,0.23076923076923073,116,0.896551724137931,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,26,False,qvthxkz rjvthqk xzqvlen dkrqvth vqzthkz jxqvlen rjthqen xqvthkz,8,8,0.0,63,0.8888888888888888,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,39,False,qvthxk jzqvyl rqxvne kxqvra vqzjth lqzvex jxqvyl pzqvra vqzjth kxqvra jzqvyl rqxvne lqzvex,13,8,0.3846153846153846,90,0.8666666666666667,False,False,6.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,40,True,qvthric xrvanel dkqvane thqvric vrqenlor kzvithen,6,6,0.0,49,0.8979591836734694,False,False,7.333333333333333,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,41,True,qwertyuiop asdfghjkl zxcvbnmasd qwertyui asdfghj zxcvbnm qwerty asdfgh zxcvbnm qwertyuiop asdfghjkl zxcvbnm qwertyui asdfghjkl zxcvbnm,15,8,0.4666666666666667,134,0.8955223880597015,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,42,True,qvthlqz vqkzjv xrfqvth jxqvplk dkrqvth lqzvthg vqzqvth jxqvplk qvthlqz xrfqvth jxqvplk dkrqvth lqzvthg vqzqvth,14,7,0.5,110,0.8818181818181818,False,False,6.928571428571429,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,43,False,gqvthqz lqzvexr wqvdkth qvthzqk lqzvexr gqvthqz lqzvexr wqvdkth qvthzqk lqzvexr gqvthqz lqzvexr,12,4,0.6666666666666667,95,0.8842105263157894,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,44,True,qwertyuiop asdfghjklz xcvmnbqwer zxcvbnmasd qwertyuiop asdfghjklz xcvmnbqwer zxcvbnmasd,8,4,0.5,87,0.9195402298850575,False,False,10.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,45,False,gqvthqz rjvclqk xzqvthg jxqvdkp lqzvthm bqvthqk jxqvdkz gqvthqj rjvclqz xzqvthq lqzvthq jxqvdkq bqvthgk gqvthqk rjvclqj xzqvthm lqzvthg,17,17,0.0,135,0.8814814814814815,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,46,True,qwertyuiop asdfghjklz xcvbnmqwer zxcvbnmasd qwertyuiop asdfghjklz,6,4,0.33333333333333337,65,0.9230769230769231,False,False,10.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,47,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop,12,6,0.5,107,0.897196261682243,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,48,False,qwertyui asdfghjk lkjhgfds zxcvbnmq plmnbvcx qwertyui asdfghjk lkjhgfds zxcvbnmq plmnbvcx qwertyui asdfghjk lkjhgfds,13,5,0.6153846153846154,116,0.896551724137931,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,49,True,qvthxkz jxqvthn rqxvplg vqzthkq jxkqvpl gqzvrqk vqzqvth jxqvrqk vqzqvth jxqvrqk gqzvrqk jxqvthn,12,8,0.33333333333333337,95,0.8842105263157894,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,50,True,qwertyui asdfghjk lkjhgfds zxcvbnmq poiuytre wqazxswc edcvfrtgb qwertyuiop asdfghjklm nbvcxzlkj qwertyuiop asdfghjkl zxcvbnmqwerty asdfghjklqwerty zxcvbnmasdfg qwertyuiopasdfg,16,15,0.0625,175,0.9142857142857143,False,False,10.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,51,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop,12,6,0.5,107,0.897196261682243,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,52,True,qvthlqz vqkzvthk rjvthqk vqzqvthk,4,4,0.0,33,0.9090909090909091,False,False,7.5,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,54,True,qvthxkz vqjzqrf xrvqkth jxqvthg dkrqvne,5,5,0.0,39,0.8974358974358975,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,53,False,qvthric xrvane dkzlor thqvane vrqen xrlith qvdkz thqric vrlith qvloric xrvith qvthqen vrithq xrvithq qvdkith,15,15,0.0,108,0.8703703703703703,False,False,6.266666666666667,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,56,True,qvthlqz vqkzvthk xqvthqz vqzqvthk,4,4,0.0,33,0.9090909090909091,False,False,7.5,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,55,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop,12,6,0.5,107,0.897196261682243,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,58,True,qvthxkz vqjzqvthk rjvqxkz vqjzqvthk rjvqxkz,5,3,0.4,43,0.9069767441860465,False,False,7.8,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,57,True,qwertyuiop asdfghjklz xcvbnmasdf qwertyuiop zxcvbnmnbv asdfghjklq weqwertyui asdfghjklm qwertyuiop zxcvbnmasd qwertyuiop asdfghjklz xcvbnmasdf qwertyuiop zxcvbnmnbv,15,8,0.4666666666666667,164,0.9146341463414634,False,False,10.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,59,False,gqvthqz xrvkqjv dkrqvth lqzvthk jxqvdkz bqvthqj qvdkzvr jxqvthk lqzvthk gqvthqz xrvkqjv dkrqvth,12,8,0.33333333333333337,95,0.8842105263157894,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,60,False,qvthxk jxqvrl zqkthn vqzjrc lqvthm xqvdkz jxqvth qvthxk,8,7,0.125,55,0.8727272727272727,False,False,6.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,62,True,qvthric xrvane dkzlor thqvane vrqen xrlith qvdkz xrvith lorthic vqzric qvthlor,11,11,0.0,78,0.8717948717948718,False,False,6.181818181818182,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,61,False,gqvthxkzq jxqvplnqk vqzthwqjz kxqvdrqjz lqzvthqkz jxqvplnqk vqzthwqjz kxqvdrqjz lqzvthqkz jxqvplnqk vqzthwqjz kxqvdrqjz lqzvthqkz jxqvplnqk vqzthwqjz,15,5,0.6666666666666667,149,0.9060402684563759,False,False,9.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,63,False,gqvthxkz rjvplqth xzqvbnkq wqzvthqk jxqvplor kxqvthqz vqzthqpl jxqvbnth xqvplqth rjvplqkx qvthxkz jxqvbnrq xzqvplor gqvplqth rjvplqkx,15,14,0.06666666666666665,133,0.8947368421052632,False,False,7.933333333333334,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,64,True,qvthxkzv rqxvthq vrqkzvdk lqvthqzv xqvdkzvr qvthxkzv lqvrqkzv xqvrqkzv vrqkzvdk,9,7,0.2222222222222222,79,0.8987341772151899,False,False,7.888888888888889,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,65,True,qvthxkz rjvwnqk vqzthxg dkrqvne xqvthqz jxqvwnr lqzvthk vqzqvne,8,8,0.0,63,0.8888888888888888,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,67,False,qvthric xylvane jorqen dklorix vqzthar,5,5,0.0,38,0.8947368421052632,False,False,6.8,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,68,True,qvthxkz vrqjvne xrlqvth dkzqvane jxqvithk vqzthqk xrvqenq vrqkzthk,8,8,0.0,66,0.8939393939393939,False,False,7.375,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,69,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop,12,6,0.5,107,0.897196261682243,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,70,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyuiq asdfghjkx zxcvbnmq qwertyuiop asdfghjkl zxcvbnmnb qwertyuiopz asdfghjklm zxcvbnmlk qwertyuiopx,16,16,0.0,158,0.9050632911392406,False,False,8.9375,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,71,False,qwertyui asdfghjk lkjhgfds zxcvbnmq plmnbvcx qwertyui asdfghjk lkjhgfds zxcvbnmq plmnbvcx qwertyui asdfghjk lkjhgfds zxcvbnmq,14,5,0.6428571428571428,125,0.896,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,72,True,qvthxk vqzjrc lqvthg jxkzqv rjvthq vqzjrc lqvthg,7,5,0.2857142857142857,48,0.875,False,False,6.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,73,True,qvthxkz vqjzqv lqzqvthk rjvthqkz vqjzqv lqzqvthk,6,4,0.33333333333333337,48,0.8958333333333334,False,False,7.166666666666667,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,74,True,qvthlqzv xrfkqvth jxqvthkz vqzthkxr lqzvthqk jxqvthqv qvthxrlq vqthxqrv jxqvthqk lqzthqrv qvthxqrv jxqvthkz vqthqvrl qvthxqrv jxqvthqk,15,12,0.19999999999999996,134,0.8955223880597015,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,75,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop,12,6,0.5,107,0.897196261682243,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,66,False,qvthxk jzqvwn rqxvthk lqzvexk vqzthqk jxqvwnk,6,6,0.0,45,0.8888888888888888,False,False,6.666666666666667,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,76,True,qwerty asdfgh jklzxc vbnmop qwertyui asdfghj klmnbv xcvbnm qwertyuiop asdfghjkl,10,10,0.0,79,0.8860759493670886,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,77,True,qwertyui asdfghjk lkjhgfds zxcvbnmq poiuytrew qwertyui asdfghjk lkjhgfds zxcvbnmq poiuytrew,10,5,0.5,91,0.9010989010989011,False,False,8.2,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,78,True,qvthric vxnolqz dkqvane jxqvlor thqvane rqxvane vqzlorq vrkzqen,8,8,0.0,63,0.8888888888888888,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,79,False,qvthlqz vqkzvth jxqvrlg dkrqvth lqzvthg vqzqvth jxqvrlg dkrqvth lqzvthg vqkzvth jxqvrlg dkrqvth lqzvthg,13,6,0.5384615384615384,103,0.883495145631068,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,80,False,gqvthqz xylvane rqxvith dkrqenq vqzthic jxqvane lqzthic vqzthic xylvane dkrqenq gqvthqz rqxvith jxqvane lqzthic,14,7,0.5,111,0.8828828828828829,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,81,True,qvthric vxnolq dkzvane rqthlor jxqvane thqvane lqzric vqzlor,8,8,0.0,60,0.8833333333333333,False,False,6.625,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,82,True,qvthqvdk rqxvthqz lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv lqvthqzv,15,3,0.8,134,0.8955223880597015,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,83,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz asdfghjk qwertyui asdfghjk zxcvbnml qwertyop,10,5,0.5,89,0.898876404494382,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,84,True,qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop qwertyui asdfghjk zxcvbnml qwertyop asdfghqz zxcvbnop,12,6,0.5,107,0.897196261682243,False,False,8.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,86,True,qwertyui asdfghjk lkjhgfds zxcvbnmq poiuytrew qwertyuiop asdfghjkl zxcvbnmlkj qwertyuiop asdfghjklm,10,9,0.09999999999999998,99,0.9090909090909091,False,False,9.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,87,True,qvthric vqzlorx dkqvane xrvithq vqzqenx,5,5,0.0,39,0.8974358974358975,False,False,7.0,<=20,False,False
2025-09-09_23-54-29,tsce_agent_demo/results/2025-09-09_23-54-29/results_tsce.jsonl,88,True,qvthxk jzqvwn lqzvthk rqxvplk vqzthxk jxqvpln,6,6,0.0,45,0.8888888888888888,False,False,6.666666666666667,<=20,False,False
